ID_NUMBER,ACTIVITY_LOCATION,VIOLATION_TYPE,VIOLATION_TYPE_DESC,VIOL_DETERMINED_BY_AGENCY,DATE_VIOLATION_DETERMINED,ACTUAL_RTC_DATE,SCHEDULED_COMPLIANCE_DATE,REGISTRY_ID,FAC_NAME,FAC_STREET,FAC_CITY,FAC_STATE,FAC_ZIP,FAC_COUNTY,FAC_EPA_REGION,FAC_LAT,FAC_LONG,FAC_DERIVED_WBD,FAC_DERIVED_CD113,FAC_PERCENT_MINORITY,FAC_POP_DEN,DFR_URL
MAD981062904,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,07/21/1992,11/23/1992,10/09/1992,110000878444,"GILLETTE ENVIRONMENT, HEALTH AND SAFETY",37 A STREET,NEEDHAM,MA,2494,NORFOLK,1,42.29957,-71.22063,10900010703,4,17.497,3025.99,http://echo.epa.gov/detailed-facility-report?fid=110000878444
MAD985269182,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/22/2002,02/04/2003,02/04/2003,110000310477,CONSOLIDATED COATING,5 WILLIAM WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.085246000000005,-71.49647399999999,10900010601,4,7.606,608.15,http://echo.epa.gov/detailed-facility-report?fid=110000310477
MAD981062904,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,11/23/1992,01/28/1999,02/22/1993,110000878444,"GILLETTE ENVIRONMENT, HEALTH AND SAFETY",37 A STREET,NEEDHAM,MA,2494,NORFOLK,1,42.29957,-71.22063,10900010703,4,17.497,3025.99,http://echo.epa.gov/detailed-facility-report?fid=110000878444
MAD981062904,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/22/1992,11/23/1992,,110000878444,"GILLETTE ENVIRONMENT, HEALTH AND SAFETY",37 A STREET,NEEDHAM,MA,2494,NORFOLK,1,42.29957,-71.22063,10900010703,4,17.497,3025.99,http://echo.epa.gov/detailed-facility-report?fid=110000878444
MAD985269182,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,08/21/1998,10/19/1998,12/22/1998,110000310477,CONSOLIDATED COATING,5 WILLIAM WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.085246000000005,-71.49647399999999,10900010601,4,7.606,608.15,http://echo.epa.gov/detailed-facility-report?fid=110000310477
MAD985269182,MA,262.A,Standards Applicable to Generators of HW: General,S  ,03/22/2002,09/07/2004,02/04/2003,110000310477,CONSOLIDATED COATING,5 WILLIAM WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.085246000000005,-71.49647399999999,10900010601,4,7.606,608.15,http://echo.epa.gov/detailed-facility-report?fid=110000310477
MAD981062904,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,01/28/1999,03/22/1999,,110000878444,"GILLETTE ENVIRONMENT, HEALTH AND SAFETY",37 A STREET,NEEDHAM,MA,2494,NORFOLK,1,42.29957,-71.22063,10900010703,4,17.497,3025.99,http://echo.epa.gov/detailed-facility-report?fid=110000878444
MAD985278977,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,05/07/1996,09/18/1996,08/19/1996,110032748980,SUNNYS AUTO,1 COMO DR,ATTLEBORO,MA,2703,BRISTOL,1,41.92678,-71.36006,10900040401,4,23.655,2381.16,http://echo.epa.gov/detailed-facility-report?fid=110032748980
MAD985278977,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,05/07/1996,09/18/1996,08/19/1996,110032748980,SUNNYS AUTO,1 COMO DR,ATTLEBORO,MA,2703,BRISTOL,1,41.92678,-71.36006,10900040401,4,23.655,2381.16,http://echo.epa.gov/detailed-facility-report?fid=110032748980
MAD985278977,MA,262.A,Standards Applicable to Generators of HW: General,S  ,05/07/1996,09/18/1996,08/19/1996,110032748980,SUNNYS AUTO,1 COMO DR,ATTLEBORO,MA,2703,BRISTOL,1,41.92678,-71.36006,10900040401,4,23.655,2381.16,http://echo.epa.gov/detailed-facility-report?fid=110032748980
MAR000009183,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,01/17/2001,04/05/2005,,110003497396,BEACON ENVIRONMENTAL SERVICES INC,594 TURNPIKE ST,EASTON,MA,2375,BRISTOL,1,42.00099,-71.06691,10900040103,4,10.065,398.1,http://echo.epa.gov/detailed-facility-report?fid=110003497396
MAR000009183,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,01/17/2001,04/05/2005,02/23/2001,110003497396,BEACON ENVIRONMENTAL SERVICES INC,594 TURNPIKE ST,EASTON,MA,2375,BRISTOL,1,42.00099,-71.06691,10900040103,4,10.065,398.1,http://echo.epa.gov/detailed-facility-report?fid=110003497396
MAR000009183,CT,263.A,Standards Applicable to Transporters of HW: General,S  ,01/09/2001,03/13/2001,,110003497396,BEACON ENVIRONMENTAL SERVICES INC,594 TURNPIKE ST,EASTON,MA,2375,BRISTOL,1,42.00099,-71.06691,10900040103,4,10.065,398.1,http://echo.epa.gov/detailed-facility-report?fid=110003497396
MAR000009183,CT,263.A,Standards Applicable to Transporters of HW: General,S  ,01/09/2001,03/13/2001,02/23/2001,110003497396,BEACON ENVIRONMENTAL SERVICES INC,594 TURNPIKE ST,EASTON,MA,2375,BRISTOL,1,42.00099,-71.06691,10900040103,4,10.065,398.1,http://echo.epa.gov/detailed-facility-report?fid=110003497396
MAR000009183,MA,262.A,Standards Applicable to Generators of HW: General,S  ,01/17/2001,04/05/2005,,110003497396,BEACON ENVIRONMENTAL SERVICES INC,594 TURNPIKE ST,EASTON,MA,2375,BRISTOL,1,42.00099,-71.06691,10900040103,4,10.065,398.1,http://echo.epa.gov/detailed-facility-report?fid=110003497396
MAR000509331,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,12/08/2011,,12/28/2011,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAR000509331,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/28/2011,05/20/2011,06/06/2011,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAR000509331,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/03/2007,06/01/2011,12/26/2007,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAR000509331,MA,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,09/03/2007,06/01/2011,12/26/2007,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAR000509331,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,04/28/2011,05/25/2011,,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAR000509331,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,01/27/2003,07/31/2003,08/07/2003,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAR000509331,MA,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,09/03/2007,06/01/2011,,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAR000509331,VT,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,10/19/2006,02/22/2007,03/02/2007,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAR000509331,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,08/22/2005,09/29/2005,10/03/2005,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAR000509331,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/03/2007,06/01/2011,,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAR000509331,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,12/08/2011,,12/28/2011,110043920415,AUTOBODY SOLVENT RECOVERY,815 WASHINGTON ST #3,NEWTON,MA,2460,MIDDLESEX,1,42.351778,-71.206441,10900010704,4,24.244,6846.86,http://echo.epa.gov/detailed-facility-report?fid=110043920415
MAD067756221,MA,262.A,Standards Applicable to Generators of HW: General,S  ,11/05/1985,11/05/1990,,110016970900,CELLDEX THERAPEUTICS INC,119 FOURTH AVE,NEEDHAM,MA,2494,NORFOLK,1,42.298643,-71.211416,10900010703,4,18.07,3328.82,http://echo.epa.gov/detailed-facility-report?fid=110016970900
MAD985278209,MA,262.A,Standards Applicable to Generators of HW: General,S  ,07/12/1991,08/21/1991,08/13/1991,110003489895,LAND AIR EXPRESS,600 TURNPIKE ST,SOUTH EASTON,MA,2375,BRISTOL,1,42.00034,-71.06692,10900040103,4,10.017999999999999,395.21,http://echo.epa.gov/detailed-facility-report?fid=110003489895
MAD985277367,MA,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,03/20/1996,09/18/2000,12/15/1998,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD982197287,MA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,02/13/2009,05/06/2010,,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD985277367,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/18/1995,07/19/1996,01/05/1996,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,261.A,ID and Listing of HW: General,S  ,09/30/1997,09/18/2000,12/15/1998,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,07/19/1998,09/18/2000,12/15/1998,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,09/02/1992,09/09/1992,09/09/1992,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD982197287,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,02/13/2009,08/27/2009,09/07/2009,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD985277367,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,03/25/1994,06/27/1994,06/22/1994,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,262.A,Standards Applicable to Generators of HW: General,S  ,04/18/1995,07/19/1996,01/05/1996,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,03/25/1994,06/27/1994,06/22/1994,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD982197287,MA,279.C,Standards for Used Oil: Generators,S  ,02/13/2009,05/06/2010,09/07/2009,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD982197287,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,02/13/2009,04/23/2009,08/24/2009,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD982197287,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,02/13/2009,08/27/2009,,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD982197287,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,02/13/2009,04/23/2009,,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD985277367,MA,263.B,Standards Applicable to Transporters of HW: Compliance with the Manifest System and Recordkeeping,S  ,03/20/1996,09/18/2000,,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,05/14/1993,08/06/1993,07/05/1993,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,09/17/1996,12/30/1996,11/08/1996,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD982197287,MA,279.C,Standards for Used Oil: Generators,S  ,02/13/2009,05/06/2010,,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD985277367,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,09/17/1996,12/30/1996,11/08/1996,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD982197287,MA,262.D,Standards Applicable to Recordkeeping and Reporting Applicable to Small and Large Quantity Generators,S  ,02/13/2009,05/06/2010,08/24/2009,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD985277367,MA,268.A,Land Disposal Restrictions: General,E  ,04/15/1993,05/15/1993,05/15/1993,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,261.A,ID and Listing of HW: General,S  ,07/29/1997,09/18/2000,12/15/1998,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,04/18/1995,07/19/1996,01/05/1996,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,07/29/1997,09/30/1997,12/15/1998,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD985277367,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,09/30/1997,09/18/2000,12/15/1998,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD982197287,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/13/2009,05/06/2010,09/07/2009,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD985277367,MA,262.B,Standards Applicable to Generators of HW: Manifest Requirements Applicable to Small and Large Quantity Generators,S  ,05/14/1993,08/06/1993,07/05/1993,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD982197287,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/13/2009,05/06/2010,,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD982197287,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,02/13/2009,05/06/2010,08/24/2009,110003478139,FLOYD & GLENNS TRUCK SERVICE,98 ADAMS ST,MEDFIELD,MA,2052,NORFOLK,1,42.19732,-71.32486999999999,10900010604,4,7.0520000000000005,628.27,http://echo.epa.gov/detailed-facility-report?fid=110003478139
MAD985277367,MA,263.A,Standards Applicable to Transporters of HW: General,S  ,03/25/1994,06/27/1994,06/22/1994,110006817123,EVERGREEN CONSTRUCTION CO INC,34 WILLIAMS WAY,BELLINGHAM,MA,2019,NORFOLK,1,42.086152,-71.496351,10900010601,4,7.635,604.34,http://echo.epa.gov/detailed-facility-report?fid=110006817123
MAD084649417,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/27/1993,10/18/1993,06/07/1993,110003446183,TOTAL TRANSPORTATION INC,10 AIRPORT RD,HOPEDALE,MA,1747,WORCESTER,1,42.10448,-71.51212,10900030205,4,13.435,975.35,http://echo.epa.gov/detailed-facility-report?fid=110003446183
MAD001410935,MA,262.A,Standards Applicable to Generators of HW: General,S  ,10/31/1990,01/25/1991,,110008400845,WRENTHAM STEEL PRODUCTS,30 KENDRICK ST,WRENTHAM,MA,2093,NORFOLK,1,42.06678,-71.33004,10900010602,4,4.761,611.18,http://echo.epa.gov/detailed-facility-report?fid=110008400845
MAD001410935,MA,262.A,Standards Applicable to Generators of HW: General,S  ,10/31/1990,01/25/1991,01/25/1991,110008400845,WRENTHAM STEEL PRODUCTS,30 KENDRICK ST,WRENTHAM,MA,2093,NORFOLK,1,42.06678,-71.33004,10900010602,4,4.761,611.18,http://echo.epa.gov/detailed-facility-report?fid=110008400845
MAD001410935,MA,262.A,Standards Applicable to Generators of HW: General,S  ,08/15/1984,03/28/1985,09/21/1984,110008400845,WRENTHAM STEEL PRODUCTS,30 KENDRICK ST,WRENTHAM,MA,2093,NORFOLK,1,42.06678,-71.33004,10900010602,4,4.761,611.18,http://echo.epa.gov/detailed-facility-report?fid=110008400845
MAD001410935,MA,268.A,Land Disposal Restrictions: General,S  ,10/31/1990,02/06/1991,02/06/1991,110008400845,WRENTHAM STEEL PRODUCTS,30 KENDRICK ST,WRENTHAM,MA,2093,NORFOLK,1,42.06678,-71.33004,10900010602,4,4.761,611.18,http://echo.epa.gov/detailed-facility-report?fid=110008400845
MAD019350420,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,04/21/2005,10/06/2005,,110003425712,MAACO,39 SEVENTH ST,FALL RIVER,MA,2720,BRISTOL,1,41.700415,-71.150823,10900040803,4,15.607999999999999,4804.89,http://echo.epa.gov/detailed-facility-report?fid=110003425712
MAD019350420,MA,262.A,Standards Applicable to Generators of HW: General,S  ,04/21/2005,10/06/2005,,110003425712,MAACO,39 SEVENTH ST,FALL RIVER,MA,2720,BRISTOL,1,41.700415,-71.150823,10900040803,4,15.607999999999999,4804.89,http://echo.epa.gov/detailed-facility-report?fid=110003425712
MAD019350420,MA,261.A,ID and Listing of HW: General,S  ,04/21/2005,10/06/2005,,110003425712,MAACO,39 SEVENTH ST,FALL RIVER,MA,2720,BRISTOL,1,41.700415,-71.150823,10900040803,4,15.607999999999999,4804.89,http://echo.epa.gov/detailed-facility-report?fid=110003425712
MAD980913669,MA,262.A,Standards Applicable to Generators of HW: General,S  ,06/23/1986,08/20/1986,07/21/1986,110024366247,ALRIMO CLEANERS INC DBA GEORGES CLEANERS,4 NORTH MAIN ST,MANSFIELD,MA,2048,BRISTOL,1,42.025079999999996,-71.21664,10900040302,4,9.3,1124.1,http://echo.epa.gov/detailed-facility-report?fid=110024366247
MAD066590548,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/25/2004,02/11/2005,02/11/2005,110008405387,AUDI OF BROOKLINE,308 BOYLSTON ST,BROOKLINE,MA,2445,NORFOLK,1,42.33015,-71.12516,10900010704,4,44.783,14288.99,http://echo.epa.gov/detailed-facility-report?fid=110008405387
MAD066590548,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,06/25/2004,02/11/2005,,110008405387,AUDI OF BROOKLINE,308 BOYLSTON ST,BROOKLINE,MA,2445,NORFOLK,1,42.33015,-71.12516,10900010704,4,44.783,14288.99,http://echo.epa.gov/detailed-facility-report?fid=110008405387
MAD066590548,MA,262.A,Standards Applicable to Generators of HW: General,S  ,06/25/2004,02/11/2005,,110008405387,AUDI OF BROOKLINE,308 BOYLSTON ST,BROOKLINE,MA,2445,NORFOLK,1,42.33015,-71.12516,10900010704,4,44.783,14288.99,http://echo.epa.gov/detailed-facility-report?fid=110008405387
MAD066590548,MA,XXS,State Statutory or Regulatory requirements that are broader-in-scope than the federal RCRA requirements,S  ,06/25/2004,02/11/2005,,110008405387,AUDI OF BROOKLINE,308 BOYLSTON ST,BROOKLINE,MA,2445,NORFOLK,1,42.33015,-71.12516,10900010704,4,44.783,14288.99,http://echo.epa.gov/detailed-facility-report?fid=110008405387
MAD047781117,MA,262.C,Standards Applicable to Generators of HW: Pre-Transport Requirements Applicable to Small and Large Quantity Generators,S  ,09/26/2003,06/10/2004,,110003433972,SCANDIA KITCHENS INC,38 MAPLE ST,BELLINGHAM,MA,2019,NORFOLK,1,42.12056,-71.45475,10900010601,4,8.312000000000001,982.91,http://echo.epa.gov/detailed-facility-report?fid=110003433972
MAD047781117,MA,262.A,Standards Applicable to Generators of HW: General,S  ,09/26/2003,06/30/2003,,110003433972,SCANDIA KITCHENS INC,38 MAPLE ST,BELLINGHAM,MA,2019,NORFOLK,1,42.12056,-71.45475,10900010601,4,8.312000000000001,982.91,http://echo.epa.gov/detailed-facility-report?fid=110003433972
MAD047781117,MA,262.A,Standards Applicable to Generators of HW: General,S  ,04/30/1987,06/11/1987,06/05/1987,110003433972,SCANDIA KITCHENS INC,38 MAPLE ST,BELLINGHAM,MA,2019,NORFOLK,1,42.12056,-71.45475,10900010601,4,8.312000000000001,982.91,http://echo.epa.gov/detailed-facility-report?fid=110003433972
MAD001202258,MA,265.F,Interim Status Standards for Owners and Operators of HW TSDs: Ground-Water Monitoring,S  ,05/31/1994,09/30/1994,07/14/1994,110024356720,SEEKONK MFG CO INC,87 PERRIN AVE,SEEKONK,MA,2771,BRISTOL,1,41.89236,-71.33643000000001,10900040401,4,32.518,2946.59,http://echo.epa.gov/detailed-facility-report?fid=110024356720
